uf,cep,cnpj,pais,porte,bairro,numero,ddd_fax,municipio,logradouro,cnae_fiscal,complemento,codigo_porte,razao_social,nome_fantasia,capital_social,ddd_telefone_1,ddd_telefone_2,descricao_porte,codigo_municipio,natureza_juridica,situacao_especial,opcao_pelo_simples,situacao_cadastral,cnae_fiscal_descricao,codigo_municipio_ibge,data_inicio_atividade,data_situacao_especial,data_situacao_cadastral,nome_cidade_no_exterior,codigo_natureza_juridica,motivo_situacao_cadastral,identificador_matriz_filial,qualificacao_do_responsavel,descricao_situacao_cadastral,descricao_tipo_de_logradouro,descricao_motivo_situacao_cadastral,descricao_identificador_matriz_filial,ano,mes
sp,01311927,05362905000125,brasil,demais,bela_vista,1471,1122222222,sao_paulo,paulista,4110700,conj_511_cp_2696,5.0,utf_brasil_desenvolvimento_urbano_s/a,utf_brasil_desenvolvimento_urbano,47428960.0,1930292807,1911111111,,7107.0,sociedade_anonima_fechada,,,2,incorporacao_de_empreendimentos_imobiliarios,3550308.0,2002-10-28,,2005-11-03,,2054,0,1,10,ativa,avenida,sem_motivo,matriz,2002,10
pr,81460020,07483401000199,brasil,demais,cic,1190,,curitiba,emilio_romani,2013401,,5.0,total_biotecnologia_industria_e_comercio_s/a,,29030066.0,4130997300,,,7535.0,sociedade_anonima_fechada,,,2,fabricacao_de_adubos_e_fertilizantes_organo-minerais,4106902.0,2005-07-07,,2005-07-07,,2054,0,1,10,ativa,rua,sem_motivo,matriz,2005,7
sp,02511000,53113791000122,brasil,demais,casa_verde,1000,1139817200,sao_paulo,braz_leme,6201501,,5.0,totvs_s.a.,,2962584600.0,1140040015,,,7107.0,sociedade_anonima_aberta,,,2,desenvolvimento_de_programas_de_computador_sob_encomenda,3550308.0,1983-12-13,,2005-11-03,,2046,0,1,10,ativa,avenida,sem_motivo,matriz,1983,12
sp,04547006,26796739000145,brasil,demais,vila_olimpia,1996,,sao_paulo,gomes_de_carvalho,3512300,conj_151_andar_15_sala_r,5.0,tpe_-_transmissora_paraiso_de_energia_s.a.,,208553100.0,1145712400,,,7107.0,sociedade_anonima_fechada,,,2,transmissao_de_energia_eletrica,3550308.0,2017-01-04,,2017-01-04,,2054,0,1,10,ativa,rua,sem_motivo,matriz,2017,1
sp,04551000,03014553000191,brasil,demais,vila_olimpia,205,1121693969,sao_paulo,olimpiadas,6462000,conj_142/143,5.0,tpi_-_triunfo_participacoes_e_investimentos_s.a.,triunfo_participacoes_s.a.,842979200.0,1121693999,1121693993,,7107.0,sociedade_anonima_aberta,,,2,holdings_de_instituicoes_nao-financeiras,3550308.0,1999-01-21,,2005-08-27,,2046,0,1,16,ativa,rua,sem_motivo,matriz,1999,1
sp,04205000,59418806000147,brasil,demais,ipiranga,456,,sao_paulo,cipriano_barata,1412601,andar_3,5.0,track_&_field_co_s.a.,,336147900.0,1122712600,,,7107.0,sociedade_anonima_aberta,,,2,"confeccao_de_pecas_de_vestuario,_exceto_roupas_intimas_e_as_confeccionadas_sob_medida",3550308.0,1988-08-29,,2005-09-24,,2046,0,1,10,ativa,rua,sem_motivo,matriz,1988,8
sc,89074178,47957696000102,brasil,demais,testo_salto,4776,1183893937,blumenau,werner_duwe,6462000,sala_5,5.0,tractus_capital_investimentos_e_participacoes_debtco_s.a.,,12001000.0,1183893937,,,8047.0,sociedade_anonima_fechada,,,8,holdings_de_instituicoes_nao-financeiras,4202404.0,2022-09-15,,2022-10-31,,2054,2,1,10,baixada,rua,incorporacao,matriz,2022,9
sp,01311200,19394639000127,brasil,demais,bela_vista,1063,,sao_paulo,paulista,6619399,andar_6,5.0,"trademaster_instituicao_de_pagamento,_servicos_e_participacoes_s.a.",,25682888.0,1131063020,,,7107.0,sociedade_anonima_fechada,,,2,outras_atividades_auxiliares_dos_servicos_financeiros_nao_especificadas_anteriormente,3550308.0,2013-12-09,,2013-12-09,,2054,0,1,16,ativa,avenida,sem_motivo,matriz,2013,12
pr,80430180,02691745000170,brasil,demais,centro,603,0413238808,curitiba,doutor_carlos_de_carvalho,3513100,8_andar,5.0,tradener_limitada,,26891810.0,4130211100,,,7535.0,sociedade_empresaria_limitada,,,2,comercio_atacadista_de_energia_eletrica,4106902.0,1998-08-03,,2000-04-14,,2062,0,1,5,ativa,alameda,sem_motivo,matriz,1998,8
mg,32260190,22320881000160,brasil,demais,inconfidentes,122,3121048039,contagem,professor_pedro_coelho,4663000,,5.0,tradimaq_s.a.,,10000000.0,3121048000,,,4371.0,sociedade_anonima_fechada,,,2,comercio_atacadista_de_maquinas_e_equipamentos_para_uso_industrial;_partes_e_pecas,3118601.0,1986-12-22,,2005-11-03,,2054,0,1,10,ativa,rua,sem_motivo,matriz,1986,12
sp,16400040,09074183000164,brasil,demais,centro,451,,lins,voluntario_vitoriano_borges,5221400,,5.0,transbrasiliana_-_concessionaria_de_rodovia_s.a.,,220535260.0,1435332954,,,6643.0,sociedade_anonima_fechada,,,2,"concessionarias_de_rodovias,_pontes,_tuneis_e_servicos_relacionados",3527108.0,2007-08-20,,2007-08-20,,2054,0,1,16,ativa,rua,sem_motivo,matriz,2007,8
rj,20031050,10553895000145,brasil,demais,centro,00019,2120251261,rio_de_janeiro,floriano,3512300,_sal_601,5.0,transenergia_renovavel_s.a,,216600000.0,2120251261,2191398001,,6001.0,sociedade_anonima_fechada,,,2,transmissao_de_energia_eletrica,3304557.0,2008-12-29,,2008-12-29,,2054,0,1,16,ativa,praca,sem_motivo,matriz,2008,12
rj,20031050,10997565000149,brasil,demais,centro,00019,6230898100,rio_de_janeiro,floriano,3512300,_sal_601,5.0,transenergia_sao_paulo_s.a.,,73800000.0,2120251261,,,6001.0,sociedade_anonima_fechada,,,2,transmissao_de_energia_eletrica,3304557.0,2009-07-29,,2009-07-29,,2054,0,1,16,ativa,praca,sem_motivo,matriz,2009,7
rj,22640101,07859971000130,brasil,demais,barra_da_tijuca,2480,2125515898,rio_de_janeiro,das_americas,3512300,_blc_6_sala_201,5.0,transmissora_alianca_de_energia_eletrica_s/a,,3067535000.0,2122126000,,,6001.0,sociedade_anonima_aberta,,,2,transmissao_de_energia_eletrica,3304557.0,2006-01-31,,2006-01-31,,2046,0,1,16,ativa,avenida,sem_motivo,matriz,2006,1
sp,05433010,24917078000133,brasil,demais,vila_madalena,422,,sao_paulo,aspicuelta,3512300,andar_3_sala_32b,5.0,transmissora_de_energia_campinas-itatiba_spe_s.a.,campitiba,53999268.0,1130316117,,,7107.0,sociedade_anonima_fechada,,,2,transmissao_de_energia_eletrica,3550308.0,2016-05-31,,2016-05-31,,2054,0,1,16,ativa,rua,sem_motivo,matriz,2016,5
sp,04533013,21728083000100,brasil,demais,itaim_bibi,841,2121019908,sao_paulo,tabapua,3512300,andar_2_conj_23,5.0,transmissora_jose_maria_de_macedo_de_eletricidade_s.a.,argo_vii_transmissao_de_energia_s.a,504397380.0,1138108760,,,7107.0,sociedade_anonima_fechada,,,2,transmissao_de_energia_eletrica,3550308.0,2015-01-22,,2015-01-22,,2054,0,1,10,ativa,rua,sem_motivo,matriz,2015,1
mt,78040365,10994254000126,brasil,demais,santa_rosa,8695,1130459602,cuiaba,miguel_sutil,3512300,andar_3_pavmtoa_sala_01,5.0,transmissora_matogrossense_de_energia_s.a.,transmissora_matogrossense_de_energia_s.a.,126285800.0,6536241626,1145712524,,9067.0,sociedade_anonima_fechada,,,2,transmissao_de_energia_eletrica,5103403.0,2009-07-28,,2009-07-28,,2054,0,1,10,ativa,avenida,sem_motivo,matriz,2009,7
mg,36705192,36238971000111,brasil,demais,roque_schetino,sn,,leopoldina,mg_-_120,3512300,km_766,5.0,transmissora_rio-minas_spe_s.a.,transmissora_rio-minas_spe_s.a.,1000000.0,1421065799,,,4767.0,sociedade_anonima_fechada,,,2,transmissao_de_energia_eletrica,3138401.0,2020-02-04,,2020-02-04,,2054,0,1,10,ativa,rodovia,sem_motivo,matriz,2020,2
sp,04530001,26885182000119,brasil,demais,itaim_bibi,955,,sao_paulo,dr_renato_paes_de_barros,3512300,conj_102_-111_-_112_sala_06,5.0,transmissora_sertaneja_de_eletricidade_s.a.,,206501000.0,1125402550,,,7107.0,sociedade_anonima_fechada,,,2,transmissao_de_energia_eletrica,3550308.0,2017-01-17,,2017-01-17,,2054,0,1,10,ativa,rua,sem_motivo,matriz,2017,1
sc,88040000,14820905000112,brasil,demais,pantanal,999,4832699384,florianopolis,deputado_antonio_edu_vieira,3512300,terreospe,5.0,transmissora_sul_brasileira_de_energia_s.a.,transmissora_sul_brasileira_de_energia,348201300.0,4832699384,4832317000,,8105.0,sociedade_de_economia_mista,,,8,transmissao_de_energia_eletrica,4205407.0,2011-12-26,,2020-12-30,,2038,2,1,10,baixada,rua,incorporacao,matriz,2011,12
sc,88040901,16383969000129,brasil,demais,pantanal,999,,florianopolis,deputado_antonio_edu_vieira,3512300,sala_z,5.0,transmissora_sul_litoranea_de_energia_s.a._-_tsle,tsle,413572830.0,4832243883,,,8105.0,sociedade_de_economia_mista,,,8,transmissao_de_energia_eletrica,4205407.0,2012-07-10,,2022-04-01,,2038,2,1,10,baixada,rua,incorporacao,matriz,2012,7
rj,20091005,14683671000109,brasil,demais,centro,00196,6130436650,rio_de_janeiro,da_quitanda,3512300,_loj_a,5.0,transnorte_energia_s.a,transnorte_energia,400000000.0,6135460427,,,6001.0,sociedade_anonima_fechada,,,2,transmissao_de_energia_eletrica,3304557.0,2011-11-25,,2011-11-25,,2054,0,1,10,ativa,rua,sem_motivo,matriz,2011,11
rj,20031170,06248349000123,brasil,demais,centro,00330,2132243739,rio_de_janeiro,republica_do_chile,4940000,_blc_1_sal_2301_e_sal_2601,5.0,transportadora_associada_de_gas_s.a._-_tag,,1294197000.0,2122379800,,,6001.0,sociedade_anonima_fechada,,,2,transporte_dutoviario,3304557.0,2002-02-07,,2005-09-24,,2054,0,1,10,ativa,avenida,sem_motivo,matriz,2002,2
mg,30775240,21793096000162,brasil,demais,caicaras,111,,belo_horizonte,del_rey,6461100,bloco_a_sala_307,5.0,trapezio_s/a,,117094040.0,3122222222,,,4123.0,sociedade_anonima_fechada,,,2,holdings_de_instituicoes_financeiras,3106200.0,1980-09-29,,2005-11-03,,2054,0,1,16,ativa,avenida,sem_motivo,matriz,1980,9
sp,04533900,41719223000190,brasil,demais,itaim_bibi,41,,sao_paulo,tabapua,6492100,andar_13_sala_m04,5.0,travessia_&_delta_securitizadora_de_creditos_mercantis_s.a.,,500.0,1141158700,,,7107.0,sociedade_anonima_fechada,,,2,securitizacao_de_creditos,3550308.0,2021-04-27,,2021-04-27,,2054,0,1,10,ativa,rua,sem_motivo,matriz,2021,4
sp,04533900,38419815000182,brasil,demais,itaim_bibi,41,,sao_paulo,tabapua,6492100,andar_13_sala_f16,5.0,travessia_securitizadora_de_creditos_financeiros_xvi_s.a.,,500.0,1141158700,,,7107.0,sociedade_anonima_fechada,,,2,securitizacao_de_creditos,3550308.0,2020-09-11,,2020-09-11,,2054,0,1,10,ativa,rua,sem_motivo,matriz,2020,9
sp,04533900,47856473000159,brasil,demais,itaim_bibi,41,,sao_paulo,tabapua,6492100,andar_13_sala_f30,5.0,travessia_securitizadora_de_creditos_financeiros_xxx_s.a.,,500.0,1141158700,,,7107.0,sociedade_anonima_fechada,,,2,securitizacao_de_creditos,3550308.0,2022-09-06,,2022-09-06,,2054,0,1,10,ativa,rua,sem_motivo,matriz,2022,9
sp,04533900,44379280000166,brasil,demais,itaim_bibi,41,,sao_paulo,tabapua,6492100,andar_13_sala_m07,5.0,travessia_securitizadora_de_creditos_mercantis_vii_s.a.,,500.0,1141158700,,,7107.0,sociedade_anonima_fechada,,,2,securitizacao_de_creditos,3550308.0,2021-11-25,,2021-11-25,,2054,0,1,16,ativa,rua,sem_motivo,matriz,2021,11
sp,04533900,45741898000197,brasil,demais,itaim_bibi,41,,sao_paulo,tabapua,6492100,andar_13_sala_m25,5.0,travessia_securitizadora_de_creditos_mercantis_xxv_s.a.,,500.0,1141158700,,,7107.0,sociedade_anonima_fechada,,,2,securitizacao_de_creditos,3550308.0,2022-03-22,,2022-03-22,,2054,0,1,16,ativa,rua,sem_motivo,matriz,2022,3
sp,04533900,37763835000103,brasil,demais,itaim_bibi,41,,sao_paulo,tabapua,6492100,andar_13_sala_f11,5.0,travessia_securitizadora_de_creditos_financeiros_xi_s.a.,,500.0,1141158700,,,7107.0,sociedade_anonima_fechada,,,2,securitizacao_de_creditos,3550308.0,2020-07-17,,2020-07-17,,2054,0,1,16,ativa,rua,sem_motivo,matriz,2020,7
sp,04533900,40004405000112,brasil,demais,itaim_bibi,41,,sao_paulo,tabapua,6492100,andar_13_sala_f21,5.0,travessia_securitizadora_de_creditos_financeiros_xxi_s.a.,,500.0,1141158700,,,7107.0,sociedade_anonima_fechada,,,2,securitizacao_de_creditos,3550308.0,2020-12-03,,2020-12-03,,2054,0,1,16,ativa,rua,sem_motivo,matriz,2020,12
sp,04533010,43335774000186,brasil,demais,itaim_bibi,41,,sao_paulo,tabapua,6492100,andar_13_sala_m6,5.0,travessia_securitizadora_de_creditos_mercantis_vi_s.a.,,500.0,1141158700,,,7107.0,sociedade_anonima_aberta,,,2,securitizacao_de_creditos,3550308.0,2021-08-30,,2021-08-30,,2046,0,1,16,ativa,rua,sem_motivo,matriz,2021,8
sp,04533900,46077051000112,brasil,demais,itaim_bibi,41,,sao_paulo,tabapua,6492100,andar_13_sala_f_29,5.0,travessia_securitizadora_de_creditos_financeiros_xxix_s.a.,,500.0,1141158700,,,7107.0,sociedade_anonima_fechada,,,2,securitizacao_de_creditos,3550308.0,2022-04-19,,2022-04-19,,2054,0,1,16,ativa,rua,sem_motivo,matriz,2022,4
sp,04533900,44326950000186,brasil,demais,itaim_bibi,41,,sao_paulo,tabapua,6492100,andar_13_sala_m08,5.0,travessia_securitizadora_de_creditos_mercantis_viii_s.a.,,500.0,1141158700,,,7107.0,sociedade_anonima_fechada,,,2,securitizacao_de_creditos,3550308.0,2021-11-22,,2021-11-22,,2054,0,1,16,ativa,rua,sem_motivo,matriz,2021,11
sp,04533900,41008985000189,brasil,demais,itaim_bibi,41,,sao_paulo,tabapua,6492100,andar_13_sala_f24,5.0,travessia_securitizadora_de_creditos_financeiros_xxiv_s.a.,,500.0,1141158700,,,7107.0,sociedade_anonima_fechada,,,2,securitizacao_de_creditos,3550308.0,2021-02-26,,2021-02-26,,2054,0,1,10,ativa,rua,sem_motivo,matriz,2021,2
sp,04533900,46081128000128,brasil,demais,itaim_bibi,41,,sao_paulo,tabapua,6492100,andar_13_sala_f27,5.0,travessia_securitizadora_de_creditos_financeiros_xxvii_s.a.,,500.0,1141158700,,,7107.0,sociedade_anonima_fechada,,,2,securitizacao_de_creditos,3550308.0,2022-04-19,,2022-04-19,,2054,0,1,16,ativa,rua,sem_motivo,matriz,2022,4
sp,04533900,28913030000108,brasil,demais,itaim_bibi,41,,sao_paulo,tabapua,6492100,andar_13_sala_f02,5.0,travessia_securitizadora_de_creditos_financeiros_ii_s.a.,,10000.0,1141158700,,,7107.0,sociedade_anonima_fechada,,,2,securitizacao_de_creditos,3550308.0,2017-10-23,,2017-10-23,,2054,0,1,10,ativa,rua,sem_motivo,matriz,2017,10
sp,04533900,30037009000138,brasil,demais,itaim_bibi,41,,sao_paulo,"tabapua,",6492100,andar_13_sala_f03,5.0,travessia_securitizadora_de_creditos_financeiros_iii_s.a.,,500.0,1141158700,,,7107.0,sociedade_anonima_fechada,,,2,securitizacao_de_creditos,3550308.0,2018-03-26,,2018-03-26,,2054,0,1,10,ativa,rua,sem_motivo,matriz,2018,3
sp,04533900,31908224000120,brasil,demais,itaim_bibi,41,,sao_paulo,tabapua,6492100,andar_13_sala_f04,5.0,travessia_securitizadora_de_creditos_financeiros_iv_s.a.,,500.0,1141158700,,,7107.0,sociedade_anonima_fechada,,,2,securitizacao_de_creditos,3550308.0,2018-10-31,,2018-10-31,,2054,0,1,10,ativa,rua,sem_motivo,matriz,2018,10
sp,04533900,32023336000166,brasil,demais,itaim_bibi,41,,sao_paulo,"tabapua,",6492100,andar_13_sala_f05,5.0,travessia_securitizadora_de_creditos_financeiros_v_s.a.,,500.0,1141158700,,,7107.0,sociedade_anonima_fechada,,,2,securitizacao_de_creditos,3550308.0,2018-11-14,,2018-11-14,,2054,0,1,10,ativa,rua,sem_motivo,matriz,2018,11
sp,04533900,28758267000161,brasil,demais,itaim_bibi,41,,sao_paulo,tabapua,6492100,andar_13_sala_f01,5.0,travessia_securitizadora_de_creditos_financeiros_i_s.a.,,1000.0,1141158700,,,7107.0,sociedade_anonima_fechada,,,2,securitizacao_de_creditos,3550308.0,2017-09-29,,2017-09-29,,2054,0,1,10,ativa,rua,sem_motivo,matriz,2017,9
sp,04533010,38042694000100,brasil,demais,itaim_bibi,41,,sao_paulo,tabapua,6492100,andar_13_sala_02,5.0,travessia_securitizadora_de_creditos_financeiros_s.a.,,500.0,1141158700,,,7107.0,sociedade_anonima_aberta,,,2,securitizacao_de_creditos,3550308.0,2020-08-11,,2020-08-11,,2046,0,1,16,ativa,rua,sem_motivo,matriz,2020,8
sp,04533900,38028620000101,brasil,demais,itaim_bibi,41,,sao_paulo,tabapua,6492100,andar_13_sala_f13,5.0,travessia_mpt_18_securitizadora_de_creditos_financeiros_s.a.,,500.0,1141158700,,,7107.0,sociedade_anonima_fechada,,,2,securitizacao_de_creditos,3550308.0,2020-08-10,,2020-08-10,,2054,0,1,16,ativa,rua,sem_motivo,matriz,2020,8
sp,04533900,45677361000105,brasil,demais,itaim_bibi,41,,sao_paulo,tabapua,6492100,andar_13_sala_f26,5.0,travessia_securitizadora_de_creditos_financeiros_xxvi_s.a.,,500.0,1141158700,,,7107.0,sociedade_anonima_fechada,,,2,securitizacao_de_creditos,3550308.0,2022-03-16,,2022-03-16,,2054,0,1,16,ativa,rua,sem_motivo,matriz,2022,3
sp,04533900,37901961000187,brasil,demais,itaim_bibi,41,,sao_paulo,tabapua,6492100,andar_13_sala_f10,5.0,travessia_securitizadora_de_creditos_financeiros_x_sa,,500.0,1141158700,,,7107.0,sociedade_anonima_fechada,,,2,securitizacao_de_creditos,3550308.0,2020-07-29,,2020-07-29,,2054,0,1,10,ativa,rua,sem_motivo,matriz,2020,7
sp,04533900,38042674000121,brasil,demais,itaim_bibi,41,,sao_paulo,tabapua,6492100,andar_13_sala_f12,5.0,travessia_securitizadora_de_creditos_financeiros_xii_s.a.,,500.0,1141158700,,,7107.0,sociedade_anonima_fechada,,,2,securitizacao_de_creditos,3550308.0,2020-08-11,,2020-08-11,,2054,0,1,16,ativa,rua,sem_motivo,matriz,2020,8
sp,04533900,38419803000158,brasil,demais,itaim_bibi,41,,sao_paulo,tabapua,6492100,andar_13_sala_f18,5.0,elleve_&_travessia_securitizadora_de_creditos_financeiros_s.a.,,500.0,1141158700,,,7107.0,sociedade_anonima_fechada,,,2,securitizacao_de_creditos,3550308.0,2020-09-11,,2020-09-11,,2054,0,1,10,ativa,rua,sem_motivo,matriz,2020,9
sp,04533900,47965456000150,brasil,demais,itaim_bibi,41,,sao_paulo,tabapua,6492100,andar_13_sala_f32,5.0,travessia_securitizadora_de_creditos_financeiros_xxxii_s.a.,,500.0,1141158700,,,7107.0,sociedade_anonima_fechada,,,2,securitizacao_de_creditos,3550308.0,2022-09-15,,2022-09-15,,2054,0,1,16,ativa,rua,sem_motivo,matriz,2022,9
sp,04533010,26609050000164,brasil,demais,itaim_bibi,41,,sao_paulo,tabapua,6492100,andar_13_sala_01,5.0,travessia_securitizadora_s.a.,,237677.0,1141158700,,,7107.0,sociedade_anonima_aberta,,,2,securitizacao_de_creditos,3550308.0,2016-11-25,,2016-11-25,,2046,0,1,10,ativa,rua,sem_motivo,matriz,2016,11
rs,98240000,94813102000170,brasil,demais,distrito_industrial,187,,santa_barbara_do_sul,principal,4632001,,5.0,tres_tentos_agroindustrial_s/a,3_tentos,1565586800.0,5533723700,5533723718,,8837.0,sociedade_anonima_aberta,,,2,comercio_atacadista_de_cereais_e_leguminosas_beneficiados,4316709.0,1992-10-14,,2005-09-24,,2046,0,1,16,ativa,avenida,sem_motivo,matriz,1992,10
sp,04551080,23438929000100,brasil,demais,vila_olimpia,86,1131051666,sao_paulo,s_tome,6462000,andar_10_conj_101,5.0,triple_play_brasil_participacoes_s.a.,alares,764671700.0,8420109009,,,7107.0,sociedade_anonima_fechada,,,2,holdings_de_instituicoes_nao-financeiras,3550308.0,2015-10-08,,2015-10-08,,2054,0,1,10,ativa,rua,sem_motivo,matriz,2015,10
sp,04522020,08811643000127,brasil,demais,moema,70,1131470000,sao_paulo,dos_jaunas,6462000,,5.0,trisul_s.a.,,866080000.0,1131470000,,,7107.0,sociedade_anonima_aberta,,,2,holdings_de_instituicoes_nao-financeiras,3550308.0,2007-04-24,,2007-04-24,,2046,0,1,10,ativa,alameda,sem_motivo,matriz,2007,4
ba,42829710,15115504000124,brasil,demais,arembepe_(abrantes),0,,camacari,ba_099_estrada_do_coco,2019399,,5.0,tronox_pigmentos_do_brasil_s.a,,140000000.0,7136349114,7136349172,,3413.0,sociedade_anonima_aberta,,,2,fabricacao_de_outros_produtos_quimicos_inorganicos_nao_especificados_anteriormente,2905701.0,1967-05-08,,2005-11-03,,2046,0,1,10,ativa,rodovia,sem_motivo,matriz,1967,5
rj,22270000,24870139000154,brasil,demais,botafogo,00113,,rio_de_janeiro,voluntarios_da_patria,3512300,_pav_5,5.0,tropicalia_transmissora_de_energia_s.a.,,58000000.0,2132626000,2132626042,,6001.0,sociedade_anonima_fechada,,,2,transmissao_de_energia_eletrica,3304557.0,2016-05-24,,2016-05-24,,2054,0,1,10,ativa,rua,sem_motivo,matriz,2016,5
sp,11050031,34840096000118,brasil,demais,gonzaga,197,,santos,alexandre_herculano,3520401,andar_12_sala_1207_anexo_v136077062_735498382box_v236069261_735477352nivel_v336139723_735448828setor_v436132369_735482525,5.0,trsp_-_terminal_de_regaseificacao_de_gnl_de_sao_paulo_s.a,,787205000.0,1934238000,,,7071.0,sociedade_anonima_fechada,,,2,producao_de_gas;_processamento_de_gas_natural,3548500.0,2019-09-11,,2019-09-11,,2054,0,1,10,ativa,rua,sem_motivo,matriz,2019,9
sp,04506000,12130744000100,brasil,demais,vila_nova_conceicao,48,1120953460,sao_paulo,santo_amaro,6492100,andar_2_conj_21_e_22,5.0,true_securitizadora_s.a.,,8135075.5,1130714475,1130740631,,7107.0,sociedade_anonima_aberta,,,2,securitizacao_de_creditos,3550308.0,2010-06-14,,2010-06-14,,2046,0,1,10,ativa,avenida,sem_motivo,matriz,2010,6
sp,01218000,02211906000180,brasil,demais,campos_eliseos,509,,sao_paulo,cleveland,6492100,5._andar,5.0,trusthub_securitizadora_s.a.,,3102000.0,1133342100,,,7107.0,sociedade_anonima_fechada,,,2,securitizacao_de_creditos,3550308.0,1997-11-05,,2005-11-03,,2054,0,1,10,ativa,alameda,sem_motivo,matriz,1997,11
sp,01452000,09358890000182,brasil,demais,jardim_paulistano,2179,,sao_paulo,brig_faria_lima,6462000,andar_7_conj_72,5.0,ah_holding_investimentos_e_participacoes_sa,,24695992.0,1148722600,,,7107.0,sociedade_anonima_fechada,,,2,holdings_de_instituicoes_nao-financeiras,3550308.0,2007-12-20,,2007-12-20,,2054,0,1,10,ativa,avenida,sem_motivo,matriz,2007,12
sp,04547006,28008699000155,brasil,demais,vila_olimpia,1996,,sao_paulo,gomes_de_carvalho,3512300,andar_15_conj_151_sala_t,5.0,tsm_-_transmissora_serra_da_mantiqueira_s.a.,,222144930.0,1145712400,,,7107.0,sociedade_anonima_fechada,,,2,transmissao_de_energia_eletrica,3550308.0,2017-06-21,,2017-06-21,,2054,0,1,10,ativa,rua,sem_motivo,matriz,2017,6
sc,89052381,42554669000175,brasil,demais,itoupava_norte,2377,,blumenau,expressa_paul_fritz_kuehnrich,6463800,,5.0,ttch4_participacoes_s.a.,,83012344.0,4730366401,,,8047.0,sociedade_anonima_fechada,,,2,"outras_sociedades_de_participacao,_exceto_holdings",4202404.0,2021-06-17,,2021-06-17,,2054,0,1,16,ativa,via,sem_motivo,matriz,2021,6
sc,88701301,15012434000189,brasil,demais,centro,685,,tubarao,altamiro_guimaraes,3600601,,5.0,tubarao_saneamento_s.a.,tubarao_saneamento_s.a.,81620000.0,4830527420,4830527400,,8367.0,sociedade_anonima_fechada,,,2,"captacao,_tratamento_e_distribuicao_de_agua",4218707.0,2012-02-07,,2012-02-07,,2054,0,1,10,ativa,rua,sem_motivo,matriz,2012,2
sp,04571936,35714529000151,brasil,demais,cidade_moncoes,1376,,sao_paulo,eng_luiz_carlos_berrini,6462000,andar_12_sala_colaboracao,5.0,tucano_holdings_iii_s.a.,,176935020.0,1431033400,,,7107.0,sociedade_anonima_fechada,,,2,holdings_de_instituicoes_nao-financeiras,3550308.0,2019-12-05,,2019-12-05,,2054,0,1,10,ativa,avenida,sem_motivo,matriz,2019,12
rj,23815972,13172241000160,brasil,demais,sitio_figueira,s/n,,itaguai,rio-santos,5510801,km_398_(br-101)_lote_e,5.0,tulip_itaguai_hotelaria_spe_s.a.,,52570732.0,2135531230,,,5839.0,sociedade_anonima_fechada,,,2,hoteis,3302007.0,2011-01-28,,2011-01-28,,2054,0,1,16,ativa,rodovia,sem_motivo,matriz,2011,1
sc,89282427,81315426000136,brasil,demais,brasilia,1441,4736315050,sao_bento_do_sul,prefeito_ornith_bollmann,2431800,,5.0,tuper_s/a,tuper_-_divisao_tubos,175000000.0,4736315000,,,8311.0,sociedade_anonima_fechada,,,2,producao_de_tubos_de_aco_com_costura,4215802.0,1989-04-24,,2005-11-03,,2054,0,1,10,ativa,avenida,sem_motivo,matriz,1989,4
sc,89227901,84683374000300,brasil,demais,boa_vista,3400,,joinville,albano_schmidt,2451200,letra_a,5.0,tupy_s/a,tupy_s.a.,1433653000.0,4740098389,4740098819,,8179.0,sociedade_anonima_aberta,,,2,fundicao_de_ferro_e_aco,4209102.0,2007-10-31,,2007-10-31,,2046,0,1,10,ativa,rua,sem_motivo,matriz,2007,10
sp,05401350,26982634000180,brasil,demais,pinheiros,2747,,sao_paulo,reboucas,7711000,,5.0,turbi_compartilhamento_de_veiculos_s/a,,34072548.0,1141182826,,,7107.0,sociedade_anonima_fechada,,,2,locacao_de_automoveis_sem_condutor,3550308.0,2017-01-30,,2017-01-30,,2054,0,1,16,ativa,avenida,sem_motivo,matriz,2017,1
es,29115650,02639850000160,brasil,demais,porto_de_capuaba,2000,,vila_velha,cavalieri,5231102,,5.0,t_v_v_-_terminal_de_vila_velha_s.a,t_v_v,0.0,2731927053,2121116771,,5703.0,sociedade_anonima_fechada,,,2,atividades_do_operador_portuario,3205200.0,1998-07-08,,2005-06-24,,2054,0,1,10,ativa,avenida,sem_motivo,matriz,1998,7
sp,04551000,19973828000154,brasil,demais,vila_olimpia,194,,sao_paulo,olimpiadas,4110700,andar_10_conj_101_sala_1_edif_aspen,5.0,typus_43_empreendimentos_imobiliarios_s.a.,,8250000.0,1130789657,,,7107.0,sociedade_anonima_fechada,,,2,incorporacao_de_empreendimentos_imobiliarios,3550308.0,2014-03-28,,2014-03-28,,2054,0,1,10,ativa,rua,sem_motivo,matriz,2014,3
mg,38064720,21320221000117,brasil,demais,distrito_industrial_ii,101,0343121310,uberaba,arnaldo_afonso_melo,2013401,galpao01,5.0,uby_agroquimica_s.a,,34834040.0,3433199500,,,5401.0,sociedade_anonima_fechada,,,2,fabricacao_de_adubos_e_fertilizantes_organo-minerais,3170107.0,1985-08-23,,2005-06-04,,2054,0,1,16,ativa,rua,sem_motivo,matriz,1985,8
